NA_index,news_articles,cl_rm_i,cl_rm_str,cl_feit_ls,cl_vloe_ls,cl_rele_ls,cl_spre_ls
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_5,Het Openbaar Ministerie concludeert dat de 10-jarige Hebe en haar 26-jarige begeleidster Sanne om het leven zijn gekomen bij een noodlottig verkeersongeval. Dit blijkt uit onderzoek naar de dood van de twee. De ouders van Hebe en Sanne bedanken iedereen voor de steun en het medeleven en willen met rust worden gelaten om dit verdriet te verwerken.,"[100, 100, 100, 95, 100]","[65, 90, 85, 85, 75]","[80, 90, 90, 90, 85]","[85, 75, 72, 85, 60]"
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_4,"Er zijn nieuwe ontwikkelingen in de zaak rondom de vermissing van de 10-jarige Hebe en haar begeleidster Sanne. Uit onderzoek van justitie blijkt dat de twee om het leven zijn gekomen door een auto-ongeluk. De eerder verdachte Sanne blijkt onschuldig. Volgens justitie gaat het om een tragisch ongeval. Het onderzoek is afgesloten. De nabestaanden zijn dankbaar voor alle steun, maar willen nu rust om dit verlies te verwerken.","[95, 95, 95, 95, 95]","[65, 85, 80, 80, 72]","[55, 55, 85, 85, 70]","[80, 75, 80, 75, 70]"
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_3,"Het Openbaar Ministerie heeft bekendgemaakt dat de 10-jarige Hebe en haar 26-jarige begeleidster Sanne om het leven zijn gekomen bij een auto-ongeluk. Na dagen van angstige onzekerheid voor familie en vrienden zijn de lichamen gevonden in de auto waarmee ze onderweg waren. Hoewel Sanne eerst verdacht werd van betrokkenheid bij Hebe’s vermissing, concludeert het OM nu dat er sprake was van een tragisch ongeval. De nabestaanden zijn dankbaar voor de massale steun tijdens de zoektocht, maar willen nu in alle rust het verlies verwerken.","[95, 100, 95, 95, 100]","[75, 80, 85, 90, 88]","[65, 65, 80, 90, 75]","[85, 70, 65, 70, 75]"
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_g," Het onderzoek naar de dood van het gehandicapte meisje Hebe en haar begeleidster Sanne is nu officieel afgesloten. Het was inderdaad een ongeluk, zegt justitie. De twee vlogen in oktober in hun auto uit de bocht bij knooppunt Empel vlakbij Den Bosch. Twee dagen later werd de auto gevonden. Ze waren niet meer in leven. ","[100, 100, 100, 95, 95]","[70, 70, 80, 65, 70]","[45, 60, 70, 70, 50]","[75, 65, 90, 60, 65]"
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_1,"De 10-jarige gehandicapte Hebe en haar begeleidster Sanne zijn om het leven gekomen bij een auto-ongeluk. Dat heeft justitie geconcludeerd na onderzoek. Eerder werd Sanne nog verdacht van betrokkenheid bij hun dood, maar dat blijkt niet het geval. Het onderzoek is afgerond. De ouders van Hebe en Sanne bedanken iedereen voor de steun tijdens de dagenlange zoektocht.","[90, 95, 100, 95, 95]","[60, 70, 70, 75, 82]","[90, 70, 95, 80, 65]","[90, 70, 95, 80, 90]"
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",cl_rm_2,Een 10-jarig gehandicapt meisje en haar 26-jarige begeleidster kwamen tragisch om het leven door een verkeersongeluk. Volgens justitie gaat het om een noodlottig ongeval. Er was geen sprake van schuld. Beide families zijn verdrietig maar ook dankbaar voor de massale steun tijdens de zoektocht.,"[100, 100, 100, 90, 100]","[70, 85, 75, 85, 77]","[85, 85, 95, 95, 80]","[95, 80, 88, 90, 85]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_5,"De belangrijkste regeringsadviseur adviseert woonminister Hugo de Jonge zijn woningwet uit te leggen. Met de wet wil De Jonge huurverlaging voor minima, maar de Raad van State is kritisch. De Jonge moet uitleggen waarom private huurders geen verlaging krijgen. Anders moet het kabinet het plan heroverwegen. De adviseur zegt huurders kunnen meestal niet kiezen tussen corporatie of verhuurder. De Jonge past zijn plan mogelijk aan.","[80, 75, 90, 95, 85]","[75, 85, 82, 65, 85]","[80, 80, 70, 50, 75]","[70, 95, 60, 85, 80]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_g," Minister De Jonge moet uit gaan leggen waarom hij in de plannen voor de nieuwe woningwet onderscheid maakt tussen verschillende typen huurders. Dat zegt de Raad van State. Zo krijgen alleen huurders bij een corporatie straks huurverlaging, terwijl die niet geldt voor huurders met een huisbaas. De Raad is daar kritisch over. ","[95, 95, 95, 90, 90]","[85, 85, 78, 60, 70]","[85, 80, 60, 50, 90]","[80, 95, 60, 70, 85]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_4,De belangrijkste adviseur van de Nederlandse regering vindt dat minister Hugo de Jonge zijn voorstel voor een nieuwe huurwet moet aanpassen. Volgens de adviseur moet de minister uitleggen waarom hij onderscheid maakt tussen verschillende soorten huurders. In de nieuwe wet wil De Jonge de huur verlagen voor mensen met een laag inkomen die huren van woningcorporaties. Maar de Raad van State is kritisch omdat de wet alleen geldt voor huurders van corporaties en niet voor huurders met een private verhuurder. De Jonge moet volgens de Raad van State een goede reden geven waarom private huurders de huurverlaging niet krijgen. Anders moet hij zijn voorstel herzien. De adviseur benadrukt dat de meeste huurders geen keuze hebben tussen een corporatie of private verhuurder.,"[95, 98, 95, 100, 95]","[95, 90, 88, 90, 90]","[60, 30, 65, 20, 30]","[65, 90, 65, 40, 50]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_7,"De belangrijkste adviseur van de Nederlandse regering adviseert minister Hugo de Jonge van Wonen om uit te leggen waarom hij onderscheid maakt tussen verschillende huurders in zijn nieuwe wetsvoorstel. Met deze wet wil De Jonge een huurverlaging regelen voor huurders met een laag inkomen die bij een woningcorporatie huren. De Raad van State is kritisch op dit onderscheid en eist een ‘objectieve rechtvaardiging’. Als die uitleg er niet komt, moet het kabinet het plan heroverwegen. De adviseur zegt dat de meeste huurders geen keuze hebben tussen een corporatie of particuliere verhuurder. Binnenkort stuurt De Jonge zijn plan naar de Tweede Kamer. Mogelijk past hij het aan na kritiek van de Raad van State.","[90, 95, 95, 100, 95]","[90, 90, 86, 95, 90]","[65, 50, 85, 80, 90]","[70, 90, 40, 45, 60]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_2,De Raad van State is kritisch over het wetsvoorstel van minister De Jonge om huurverlaging te regelen voor huurders met een laag inkomen. Volgens de Raad ontbreekt een rechtvaardiging waarom private huurders geen verlaging krijgen. De Raad adviseert het kabinet het voorstel te heroverwegen of aan te passen. Een woordvoerder zegt dat De Jonge de Tweede Kamer binnenkort informeert over de aanpassingen.,"[85, 95, 100, 95, 95]","[85, 85, 85, 80, 90]","[75, 70, 85, 70, 80]","[65, 85, 65, 50, 70]"
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",cl_rm_3,De belangrijkste adviesraad van de Nederlandse regering adviseert minister De Jonge van Binnenlandse Zaken zijn wetsvoorstel voor huurverlaging bij te stellen. Volgens de raad ontbreekt een rechtvaardiging voor het onderscheid tussen huurders van woningcorporaties en andere verhuurders. Ook is onduidelijk of de beoogde doelgroep daadwerkelijk geholpen wordt. De minister belooft de aanpassingen te verwerken voordat het voorstel naar de Tweede Kamer gaat.,"[90, 90, 100, 95, 90]","[90, 90, 80, 85, 95]","[65, 60, 80, 70, 75]","[65, 85, 70, 75, 65]"
